	prop.value	propLabel.value
6739	http://www.wikidata.org/entity/P7112	CUP2002.RU person ID
6740	http://www.wikidata.org/entity/P7113	Euro04.Ru person ID
6741	http://www.wikidata.org/entity/P7114	Gazeta.Ru Euro 2012 person ID
6742	http://www.wikidata.org/entity/P7142	Poincaré Papers person ID
6743	http://www.wikidata.org/entity/P7146	Rollerstory.net skater ID
6744	http://www.wikidata.org/entity/P7065	Kerala state school code
6745	http://www.wikidata.org/entity/P7084	related category
6746	http://www.wikidata.org/entity/P7063	U. S. Supreme Court docket number
6747	http://www.wikidata.org/entity/P7137	acknowledged
6748	http://www.wikidata.org/entity/P7131	Bureau des longitudes ID
6749	http://www.wikidata.org/entity/P7132	ComingSoon.it film ID
6750	http://www.wikidata.org/entity/P7116	Hiking Project trail ID
6751	http://www.wikidata.org/entity/P7117	Media Arts Database console games ID (former scheme)
6752	http://www.wikidata.org/entity/P7126	Mac OS type code
6753	http://www.wikidata.org/entity/P7134	Mojarto artist ID
6754	http://www.wikidata.org/entity/P7140	München Wiki article ID
6755	http://www.wikidata.org/entity/P7150	epigraph (literature)
6756	http://www.wikidata.org/entity/P7162	cases consolidated
6757	http://www.wikidata.org/entity/P7171	Hacker News username
6758	http://www.wikidata.org/entity/P7064	PBS Manufacturer ID
6759	http://www.wikidata.org/entity/P7106	LezWatch.TV character ID
6760	http://www.wikidata.org/entity/P7071	Qobuz artist ID
6761	http://www.wikidata.org/entity/P7066	Taxonomicon ID
6762	http://www.wikidata.org/entity/P7103	start of covered period
6763	http://www.wikidata.org/entity/P7072	wiki on WikiApiary
6764	http://www.wikidata.org/entity/P7122	opinion joined by
6765	http://www.wikidata.org/entity/P7129	PEPC park ID
6766	http://www.wikidata.org/entity/P7159	Plus Music artist ID
6767	http://www.wikidata.org/entity/P7167	does not have effect
6768	http://www.wikidata.org/entity/P7168	FGrHist ID
6769	http://www.wikidata.org/entity/P7170	register of real estate NKP
6770	http://www.wikidata.org/entity/P7067	Album of the Year album ID
6771	http://www.wikidata.org/entity/P7109	Acharts.co artist ID
6772	http://www.wikidata.org/entity/P7091	Common Sense Media ID
6773	http://www.wikidata.org/entity/P7068	Gotlands museum
6774	http://www.wikidata.org/entity/P7094	WaterNSW Rivers and Streams Site No.
6775	http://www.wikidata.org/entity/P7119	AMPAS collections person ID
6776	http://www.wikidata.org/entity/P7118	AMPAS collections film ID
6777	http://www.wikidata.org/entity/P7120	Douyin ID
6778	http://www.wikidata.org/entity/P7135	Rijksmonument complex ID
6779	http://www.wikidata.org/entity/P7121	School code of the Ministry of Education, Taiwan
6780	http://www.wikidata.org/entity/P7115	WorldCup10.Ru person ID
6781	http://www.wikidata.org/entity/P7138	Acharts.co chart ID
6782	http://www.wikidata.org/entity/P7141	measure number
6783	http://www.wikidata.org/entity/P7144	NOTAM (FAA)
6784	http://www.wikidata.org/entity/P7149	OhRanger.com ID
6785	http://www.wikidata.org/entity/P7166	Acharts.co song ID
6786	http://www.wikidata.org/entity/P7152	copyright exemption
6787	http://www.wikidata.org/entity/P7153	significant place
6788	http://www.wikidata.org/entity/P7157	The Top Tens ID
6789	http://www.wikidata.org/entity/P7163	typically sells
6790	http://www.wikidata.org/entity/P7073	extension on WikiApiary
6791	http://www.wikidata.org/entity/P7095	end grade
6792	http://www.wikidata.org/entity/P7075	mod of
6793	http://www.wikidata.org/entity/P7070	Musixmatch writer ID
6794	http://www.wikidata.org/entity/P7092	Russian Fencing Federation fencer ID
6795	http://www.wikidata.org/entity/P7085	TikTok username
6796	http://www.wikidata.org/entity/P7101	privacy policy URL
6797	http://www.wikidata.org/entity/P7133	Cleartrip hotel ID
6798	http://www.wikidata.org/entity/P7125	date of the latest one
6799	http://www.wikidata.org/entity/P7160	manner of inhumane treatment
6800	http://www.wikidata.org/entity/P7309	climbing route
6801	http://www.wikidata.org/entity/P7290	FCC Product Code
6802	http://www.wikidata.org/entity/P7282	Slovo i Dilo person ID
6803	http://www.wikidata.org/entity/P7304	Highland Historic Environment Record ID
6804	http://www.wikidata.org/entity/P7306	Downdetector ID
6805	http://www.wikidata.org/entity/P7312	Aozora Bunko work ID
6806	http://www.wikidata.org/entity/P7318	Behind The Voice Actors short ID
6807	http://www.wikidata.org/entity/P7324	iHeartRadio podcast ID
6808	http://www.wikidata.org/entity/P7334	Vudu video ID
6809	http://www.wikidata.org/entity/P7343	Elitefootball player ID
6810	http://www.wikidata.org/entity/P7341	sixpackfilmdata person ID
6811	http://www.wikidata.org/entity/P7346	Fossiilid.info ID
6812	http://www.wikidata.org/entity/P7367	content descriptor
6813	http://www.wikidata.org/entity/P7366	FAIMER school ID
6814	http://www.wikidata.org/entity/P7289	CPUID
6815	http://www.wikidata.org/entity/P7292	Arnet Miner publication ID
6816	http://www.wikidata.org/entity/P7291	L-number
6817	http://www.wikidata.org/entity/P7280	PlaymakerStats.com team ID
6818	http://www.wikidata.org/entity/P7287	WorldFootball.net team ID
6819	http://www.wikidata.org/entity/P7311	Aozora Bunko author ID
6820	http://www.wikidata.org/entity/P7319	ExplorePaTrails ID
6821	http://www.wikidata.org/entity/P7328	amount cataloged
6822	http://www.wikidata.org/entity/P7333	Pathway Ontology ID
6823	http://www.wikidata.org/entity/P7336	GCF Reference
6824	http://www.wikidata.org/entity/P7337	Wi-Fi Certification ID
6825	http://www.wikidata.org/entity/P7365	China Martyrs ID
6826	http://www.wikidata.org/entity/P7362	Ukrainian Premier League  player ID
6827	http://www.wikidata.org/entity/P7374	educational stage
6828	http://www.wikidata.org/entity/P7377	tussenvoegsel
6829	http://www.wikidata.org/entity/P7298	Auckland Museum ID
6830	http://www.wikidata.org/entity/P7288	Bursa Malaysia stock code
6831	http://www.wikidata.org/entity/P7301	Al-Jazeera topic ID
6832	http://www.wikidata.org/entity/P7305	Online PWN Encyclopedia ID
6833	http://www.wikidata.org/entity/P7335	Mixer game ID (former scheme)
6834	http://www.wikidata.org/entity/P7340	sixpackfilmdata film ID
6835	http://www.wikidata.org/entity/P7344	The Wind Power farm ID
6836	http://www.wikidata.org/entity/P7349	Gazetteer for Scotland person ID
6837	http://www.wikidata.org/entity/P7350	Gazetteer for Scotland place ID
6838	http://www.wikidata.org/entity/P7354	Ticketmaster artist ID
6839	http://www.wikidata.org/entity/P7375	MWNF URL
6840	http://www.wikidata.org/entity/P7379	fineness
6841	http://www.wikidata.org/entity/P7320	Labelcode
6842	http://www.wikidata.org/entity/P7297	cumulative elevation gain
6843	http://www.wikidata.org/entity/P7286	Writers Guild of America writer ID
6844	http://www.wikidata.org/entity/P7303	Grammy Awards artist ID
6845	http://www.wikidata.org/entity/P7322	Marine Regions Geographic IDentifier (MRGID)
6846	http://www.wikidata.org/entity/P7326	MobyGames genre ID
6847	http://www.wikidata.org/entity/P7369	National Library of Chile ID
6848	http://www.wikidata.org/entity/P7315	IP Code
6849	http://www.wikidata.org/entity/P7363	ISSN-L
6850	http://www.wikidata.org/entity/P7325	DANE code
6851	http://www.wikidata.org/entity/P7295	Gregorian calendar start date
6852	http://www.wikidata.org/entity/P7281	Radio Equipment List Certification Number
6853	http://www.wikidata.org/entity/P7308	National Wildlife Refuge Trails ID
6854	http://www.wikidata.org/entity/P7313	Rate Your Music label ID
6855	http://www.wikidata.org/entity/P7314	TDV İslam Ansiklopedisi ID
6856	http://www.wikidata.org/entity/P7317	iHeartRadio artist ID
6857	http://www.wikidata.org/entity/P7327	OFLC classification
6858	http://www.wikidata.org/entity/P7330	Hardware Version Identification Number
6859	http://www.wikidata.org/entity/P7356	DC Books author ID
6860	http://www.wikidata.org/entity/P7357	Diccionari de la Literatura Catalana ID
6861	http://www.wikidata.org/entity/P7368	JournalBase ID
6862	http://www.wikidata.org/entity/P7376	worn by
6863	http://www.wikidata.org/entity/P7378	item disputed by
6864	http://www.wikidata.org/entity/P7380	identified in image by
6865	http://www.wikidata.org/entity/P7338	regnal ordinal
6866	http://www.wikidata.org/entity/P7302	Digital Giza ID
6867	http://www.wikidata.org/entity/P7294	itch.io URL
6868	http://www.wikidata.org/entity/P7293	PLWABN ID
6869	http://www.wikidata.org/entity/P7284	The Independent topic ID
6870	http://www.wikidata.org/entity/P7285	Writers Guild of America project ID
6871	http://www.wikidata.org/entity/P7307	TOP500 System ID
6872	http://www.wikidata.org/entity/P7310	Maine Trail Finder ID
6873	http://www.wikidata.org/entity/P7323	Archnet site ID
6874	http://www.wikidata.org/entity/P7339	Rivals.com ID
6875	http://www.wikidata.org/entity/P7348	Kivid.info ID
6876	http://www.wikidata.org/entity/P7351	FootballDatabase.eu team ID
6877	http://www.wikidata.org/entity/P7283	Spectrum Management System Company Number
6878	http://www.wikidata.org/entity/P7296	Lower Austrian Museum ID
6879	http://www.wikidata.org/entity/P7300	MUBI person ID
6880	http://www.wikidata.org/entity/P7316	number of decimal digits
6881	http://www.wikidata.org/entity/P7321	Trail Finder ID
6882	http://www.wikidata.org/entity/P7332	NMM artist ID
6883	http://www.wikidata.org/entity/P7342	Dirección General de Bibliotecas ID
6884	http://www.wikidata.org/entity/P7345	IGNrando' ID
6885	http://www.wikidata.org/entity/P7352	GENUKI ID
6886	http://www.wikidata.org/entity/P7355	See Tickets artist ID
6887	http://www.wikidata.org/entity/P7358	FootballFacts.ru team ID
6888	http://www.wikidata.org/entity/P7360	UEFA coach ID
6889	http://www.wikidata.org/entity/P7370	PCEngine Catalog Project ID
6890	http://www.wikidata.org/entity/P7371	Beatport label ID
6891	http://www.wikidata.org/entity/P7372	memoriademadrid publication ID
6892	http://www.wikidata.org/entity/P7299	MUBI film ID
6893	http://www.wikidata.org/entity/P7329	ICD-11 ID (MMS)
6894	http://www.wikidata.org/entity/P7331	Letteraturaitaliana.net author ID
6895	http://www.wikidata.org/entity/P7347	peer review URL
6896	http://www.wikidata.org/entity/P7353	NTS Radio artist ID
6897	http://www.wikidata.org/entity/P7359	LaPreferente.com player ID
6898	http://www.wikidata.org/entity/P7361	UEFA team ID
6899	http://www.wikidata.org/entity/P7364	FIDAL team ID
6900	http://www.wikidata.org/entity/P7637	IDU theatre ID
6901	http://www.wikidata.org/entity/P7600	primary note
6902	http://www.wikidata.org/entity/P7604	supervised by
6903	http://www.wikidata.org/entity/P7615	Finnish generals and admirals in the Imperial Russian Army 1809–1917 ID
6904	http://www.wikidata.org/entity/P7616	Lutris genre ID
6905	http://www.wikidata.org/entity/P7630	Dictionary of Scottish Architects building ID
6906	http://www.wikidata.org/entity/P7648	OverDrive series ID
6907	http://www.wikidata.org/entity/P7660	super-famicom.jp ID
6908	http://www.wikidata.org/entity/P7663	Scienza a due voci ID
6909	http://www.wikidata.org/entity/P7668	file page
6910	http://www.wikidata.org/entity/P7676	Vie publique person ID
6911	http://www.wikidata.org/entity/P7682	National Library of New Zealand ID
6912	http://www.wikidata.org/entity/P7684	Vie publique report ID
6913	http://www.wikidata.org/entity/P7685	CALS Encyclopedia of Arkansas ID
6914	http://www.wikidata.org/entity/P7590	eBay username
6915	http://www.wikidata.org/entity/P7599	descending scale
6916	http://www.wikidata.org/entity/P7608	Englandstats.com Soccer ID
6917	http://www.wikidata.org/entity/P7597	Lutris game ID
6918	http://www.wikidata.org/entity/P7613	Biblioteche dei filosofi ID
6919	http://www.wikidata.org/entity/P7626	NVE powerplant ID
6920	http://www.wikidata.org/entity/P7646	IISG ID
6921	http://www.wikidata.org/entity/P7651	Hoopla series ID
6922	http://www.wikidata.org/entity/P7661	GameFAQs credit ID
6923	http://www.wikidata.org/entity/P7659	POWiS ID
6924	http://www.wikidata.org/entity/P7654	Ratingraph actress ID
6925	http://www.wikidata.org/entity/P7655	Speiderhistorisk leksikon ID
6926	http://www.wikidata.org/entity/P7671	Semion author ID
6927	http://www.wikidata.org/entity/P7678	Wikimapia ID
6928	http://www.wikidata.org/entity/P7680	Colorado Encyclopedia ID
6929	http://www.wikidata.org/entity/P7687	Kansaspedia ID
6930	http://www.wikidata.org/entity/P7612	Taiwan Cinema person ID
6931	http://www.wikidata.org/entity/P7639	OverDrive publisher ID
6932	http://www.wikidata.org/entity/P7642	TheGamesDB publisher ID
6933	http://www.wikidata.org/entity/P7605	Hunterian transliteration
6934	http://www.wikidata.org/entity/P7591	VideoGameGeek game ID
6935	http://www.wikidata.org/entity/P7598	ascending scale
6936	http://www.wikidata.org/entity/P7618	Virginia Landmarks Register ID
6937	http://www.wikidata.org/entity/P7631	MPPDA Digital Archive film ID
6938	http://www.wikidata.org/entity/P7625	WPI ID
6939	http://www.wikidata.org/entity/P7643	covered period
6940	http://www.wikidata.org/entity/P7641	MTV Germany artist ID
6941	http://www.wikidata.org/entity/P7649	Vectrex Game Database ID
6942	http://www.wikidata.org/entity/P7652	Germany06.Ru person ID
6943	http://www.wikidata.org/entity/P7662	Scilit journal ID
6944	http://www.wikidata.org/entity/P7672	Musiikkituottajat artist ID (chart)
6945	http://www.wikidata.org/entity/P7686	Encyclopedia of the Great Plains ID
6946	http://www.wikidata.org/entity/P7592	VideoGameGeek platform ID
6947	http://www.wikidata.org/entity/P7603	CITES Appendix
6948	http://www.wikidata.org/entity/P7610	Taiwan Cinema company ID
6949	http://www.wikidata.org/entity/P7607	WikiTree category or space
6950	http://www.wikidata.org/entity/P7619	The Cardinals of the Holy Roman Church ID
6951	http://www.wikidata.org/entity/P7622	TheGamesDB game ID
6952	http://www.wikidata.org/entity/P7632	MPPDA Digital Archive organisation ID
6953	http://www.wikidata.org/entity/P7647	Cochrane concept ID
6954	http://www.wikidata.org/entity/P7650	WeChat ID
6955	http://www.wikidata.org/entity/P7665	FMV World ID
6956	http://www.wikidata.org/entity/P7670	Prog Archives artist ID
6957	http://www.wikidata.org/entity/P7673	Czech district ID
6958	http://www.wikidata.org/entity/P7677	www.gesetze-im-internet.de ID
6959	http://www.wikidata.org/entity/P7688	Mississippi Encyclopedia ID
6960	http://www.wikidata.org/entity/P7593	CinePT film ID
6961	http://www.wikidata.org/entity/P7617	Lutris platform ID
6962	http://www.wikidata.org/entity/P7609	SHARE Catalogue work ID
6963	http://www.wikidata.org/entity/P7611	Taiwan Cinema film ID
6964	http://www.wikidata.org/entity/P7620	Treccani's Enciclopedia dei Papi ID
6965	http://www.wikidata.org/entity/P7633	MPPDA Digital Archive person ID
6966	http://www.wikidata.org/entity/P7638	OverDrive creator ID
6967	http://www.wikidata.org/entity/P7657	Doctrine court decision ID
6968	http://www.wikidata.org/entity/P7653	MovieGe person ID
6969	http://www.wikidata.org/entity/P7658	Juricaf decision ID
6970	http://www.wikidata.org/entity/P7669	NEC Retro ID
6971	http://www.wikidata.org/entity/P7674	Czech region ID
6972	http://www.wikidata.org/entity/P7681	Israel Museum Jerusalem artist ID
6973	http://www.wikidata.org/entity/P7689	Online Nevada Encyclopedia ID
6974	http://www.wikidata.org/entity/P7692	Utah History Encyclopedia ID
6975	http://www.wikidata.org/entity/P7693	WyoHistory.org Encyclopedia ID
6976	http://www.wikidata.org/entity/P7594	CinePT person ID
6977	http://www.wikidata.org/entity/P7614	Dictionary of Wisconsin History ID
6978	http://www.wikidata.org/entity/P7602	Ratingraph actor ID
6979	http://www.wikidata.org/entity/P7601	secondary note
6980	http://www.wikidata.org/entity/P7635	administrative district of Czech municipality with authorized municipal office ID
6981	http://www.wikidata.org/entity/P7636	administrative district of Czech municipality with expanded powers ID
6982	http://www.wikidata.org/entity/P7634	TheGamesDB developer ID
6983	http://www.wikidata.org/entity/P7666	Visuotinė lietuvių enciklopedija ID
6984	http://www.wikidata.org/entity/P7679	Cinépolis KLIC ID
6985	http://www.wikidata.org/entity/P7690	South Carolina Encyclopedia ID
6986	http://www.wikidata.org/entity/P7691	The Oregon Encyclopedia ID
6987	http://www.wikidata.org/entity/P7595	Disney+ movie ID
6988	http://www.wikidata.org/entity/P7596	Disney+ series ID
6989	http://www.wikidata.org/entity/P7606	Czech municipality ID
